Survived;Fare;Pclass_3;Sex_male;Name_Miss;Name_Mr;Name_Mrs;Cabin_B;Cabin_D;Cabin_N;PassengerId
0.0;7.75;1;1;0;1;0;0;0;1;460
1.0;133.65;0;0;0;0;1;0;0;1;335
0.0;6.75;1;0;1;0;0;0;0;1;655
0.0;7.775;1;1;0;1;0;0;0;1;806
0.0;31.275;1;1;0;1;0;0;0;1;14
0.0;34.375;1;0;1;0;0;0;0;1;148
1.0;7.2292;1;0;1;0;0;0;0;1;781
0.0;7.8958;1;1;0;1;0;0;0;1;109
1.0;26.0;0;0;0;0;1;0;0;1;507
0.0;7.8958;1;1;0;1;0;0;0;1;385
1.0;23.0;0;0;1;0;0;0;0;1;652
0.0;10.5;0;1;0;0;0;0;0;1;399
1.0;56.9292;0;0;1;0;0;0;0;0;310
0.0;20.25;1;1;0;1;0;0;0;1;747
1.0;55.9;0;0;0;0;1;0;0;0;578
0.0;7.25;1;1;0;1;0;0;0;1;471
1.0;512.3292;0;1;0;1;0;1;0;0;738
0.0;14.5;1;0;0;0;1;0;0;1;133
0.0;7.8542;1;1;0;1;0;0;0;1;772
0.0;7.8542;1;1;0;1;0;0;0;1;705
0.0;69.55;1;1;0;1;0;0;0;1;202
1.0;0.0;1;1;0;1;0;0;0;1;272
0.0;8.05;1;1;0;1;0;0;0;1;697
0.0;8.6625;1;1;0;1;0;0;0;1;845
1.0;30.5;0;1;0;1;0;0;0;0;299
0.0;7.0458;1;1;0;1;0;0;0;1;478
0.0;8.3;1;1;0;1;0;0;0;1;835
1.0;12.35;0;0;1;0;0;0;0;1;323
0.0;46.9;1;1;0;1;0;0;0;1;684
0.0;15.5;1;1;0;1;0;0;0;1;189
1.0;13.0;0;0;0;0;0;0;0;1;444
0.0;16.1;1;1;0;1;0;0;0;1;736
1.0;13.0;0;0;1;0;0;0;0;1;636
1.0;15.5;1;0;1;0;0;0;0;1;613
0.0;8.05;1;1;0;1;0;0;0;1;677
1.0;8.5167;1;1;0;0;0;0;0;1;804
0.0;73.5;0;1;0;1;0;0;0;1;386
1.0;110.8833;0;0;1;0;0;0;0;1;307
0.0;7.65;1;1;0;1;0;0;0;0;700
0.0;7.8958;1;1;0;1;0;0;0;1;520
0.0;46.9;1;0;0;0;1;0;0;1;679
0.0;14.4542;1;0;1;0;0;0;0;1;112
1.0;133.65;0;1;0;0;0;0;0;1;661
1.0;13.0;0;0;1;0;0;0;0;1;388
0.0;14.4542;1;1;0;1;0;0;0;1;621
0.0;8.05;1;1;0;1;0;0;0;1;838
0.0;0.0;0;1;0;1;0;0;0;1;278
1.0;76.2917;0;0;1;0;0;0;1;0;219
0.0;69.55;1;0;1;0;0;0;0;1;864
0.0;7.725;1;1;0;1;0;0;0;1;469
0.0;7.8958;1;1;0;1;0;0;0;1;879
1.0;33.0;0;0;1;0;0;0;0;1;721
1.0;26.0;0;1;0;1;0;0;0;1;544
1.0;7.8792;1;0;1;0;0;0;0;1;359
1.0;26.55;0;1;0;1;0;0;0;0;431
0.0;7.55;1;1;0;1;0;0;0;1;649
0.0;26.0;0;1;0;1;0;0;0;1;546
1.0;79.2;0;0;0;0;1;0;0;1;257
0.0;25.4667;1;0;1;0;0;0;0;1;410
1.0;52.0;0;0;0;0;1;0;0;1;384
1.0;7.75;1;0;1;0;0;0;0;1;369
0.0;0.0;0;1;0;1;0;0;0;1;733
1.0;20.525;1;1;0;0;0;0;0;1;166
0.0;26.0;0;1;0;1;0;0;0;0;285
0.0;7.8958;1;1;0;1;0;0;0;1;754
0.0;9.2167;1;1;0;1;0;0;0;1;139
1.0;26.2833;0;0;1;0;0;0;1;0;137
1.0;13.5;0;0;0;0;1;0;0;1;707
1.0;13.0;0;0;0;0;1;0;1;0;328
0.0;7.925;1;1;0;1;0;0;0;1;116
0.0;9.0;1;1;0;1;0;0;0;1;874
1.0;26.25;0;0;0;0;1;0;0;1;802
1.0;7.925;1;0;1;0;0;0;0;1;69
1.0;66.6;0;0;0;0;1;0;0;0;152
0.0;7.2292;1;1;0;1;0;0;0;1;353
0.0;227.525;0;1;0;1;0;0;0;1;558
0.0;26.25;0;1;0;1;0;0;0;1;638
0.0;31.275;1;0;1;0;0;0;0;1;814
0.0;13.0;0;1;0;0;0;0;0;1;150
0.0;9.5;1;1;0;1;0;0;0;1;753
1.0;65.0;0;0;0;0;1;0;0;1;755
0.0;221.7792;0;1;0;1;0;0;0;0;528
1.0;25.9292;0;0;0;0;1;0;1;0;863
0.0;30.5;0;1;0;1;0;0;0;0;493
0.0;15.2458;1;0;0;0;1;0;0;1;141
0.0;15.0;0;1;0;1;0;0;0;1;587
1.0;9.8417;1;0;1;0;0;0;0;1;678
0.0;11.5;0;1;0;1;0;0;0;1;862
0.0;73.5;0;1;0;1;0;0;0;1;121
0.0;10.5;0;0;0;0;1;0;0;0;773
1.0;51.4792;0;0;0;0;1;0;0;0;572
0.0;18.0;1;1;0;1;0;0;0;1;334
1.0;13.0;0;0;1;0;0;0;0;1;418
1.0;37.0042;0;1;0;0;0;0;0;1;828
0.0;21.0;0;1;0;1;0;0;0;1;406
0.0;7.775;1;1;0;1;0;0;0;1;409
0.0;153.4625;0;1;0;1;0;0;0;0;333
1.0;8.05;1;1;0;1;0;0;0;1;339
0.0;7.775;1;1;0;1;0;0;0;1;380
1.0;247.5208;0;0;0;0;1;1;0;0;300
0.0;39.6875;1;1;0;1;0;0;0;1;267
1.0;41.5792;0;0;1;0;0;0;0;1;44
0.0;39.6875;1;1;0;0;0;0;0;1;825
1.0;52.5542;0;1;0;1;0;0;1;0;622
0.0;10.5;0;1;0;1;0;0;0;1;243
1.0;13.0;0;0;1;0;0;0;0;1;577
0.0;9.5;1;1;0;1;0;0;0;1;201
0.0;7.55;1;0;1;0;0;0;0;1;236
0.0;7.225;1;1;0;1;0;0;0;1;599
1.0;93.5;0;0;1;0;0;1;0;0;521
0.0;7.8292;1;1;0;1;0;0;0;1;553
0.0;39.6;0;1;0;0;0;0;0;1;767
1.0;11.1333;1;0;1;0;0;0;0;1;173
0.0;7.225;1;1;0;1;0;0;0;1;27
1.0;27.0;0;0;0;0;1;0;0;1;601
1.0;15.7417;1;1;0;1;0;0;0;1;623
0.0;61.3792;0;1;0;1;0;0;0;1;156
1.0;151.55;0;0;1;0;0;0;0;1;709
1.0;13.0;0;0;1;0;0;0;0;0;346
1.0;7.8542;1;0;1;0;0;0;0;1;193
1.0;13.8583;0;0;1;0;0;0;0;1;867
0.0;42.4;0;1;0;1;0;0;0;1;603
0.0;6.4958;1;1;0;1;0;0;0;1;372
0.0;34.0208;0;1;0;1;0;0;1;0;516
0.0;7.75;1;1;0;1;0;0;0;1;429
1.0;52.0;0;0;0;0;1;0;0;0;670
0.0;26.55;0;1;0;1;0;0;0;1;556
0.0;8.6625;1;1;0;1;0;0;0;1;501
1.0;78.2667;0;0;0;0;1;0;1;0;592
0.0;69.55;1;0;1;0;0;0;0;1;793
0.0;90.0;0;1;0;0;0;0;0;0;246
0.0;39.6875;1;0;0;0;1;0;0;1;639
0.0;13.0;0;1;0;1;0;0;0;1;179
0.0;13.0;0;1;0;1;0;0;0;1;735
0.0;151.55;0;0;0;0;1;0;0;0;499
0.0;27.75;0;1;0;1;0;0;0;1;451
0.0;12.525;0;1;0;0;0;0;0;1;151
0.0;7.225;1;1;0;1;0;0;0;1;774
0.0;30.0708;0;1;0;1;0;0;0;1;123
0.0;7.925;1;1;0;1;0;0;0;1;529
1.0;26.55;0;1;0;1;0;0;0;1;448
0.0;7.8958;1;1;0;1;0;0;0;1;322
1.0;20.525;1;0;0;0;1;0;0;1;329
0.0;7.25;1;1;0;1;0;0;0;1;366
1.0;56.4958;1;1;0;1;0;0;0;1;75
0.0;7.925;1;0;1;0;0;0;0;1;730
0.0;21.075;1;0;1;0;0;0;0;1;375
1.0;7.2292;1;1;0;1;0;0;0;1;37
0.0;15.85;1;1;0;1;0;0;0;1;207
1.0;26.25;0;0;1;0;0;0;0;1;238
1.0;26.0;0;0;0;0;1;0;0;1;881
1.0;7.2292;1;0;0;0;1;0;0;1;368
0.0;6.4375;1;1;0;1;0;0;0;1;844
0.0;21.6792;1;1;0;1;0;0;0;1;49
0.0;7.8958;1;1;0;1;0;0;0;1;739
1.0;91.0792;0;0;0;0;1;1;0;0;292
0.0;24.0;0;1;0;1;0;0;0;1;309
0.0;263.0;0;1;0;1;0;0;0;0;439
1.0;135.6333;0;0;1;0;0;0;0;0;270
0.0;7.125;1;1;0;1;0;0;0;1;591
0.0;7.125;1;1;0;1;0;0;0;1;244
0.0;31.275;1;0;1;0;0;0;0;1;542
0.0;7.05;1;1;0;1;0;0;0;1;885
1.0;53.1;0;0;0;0;1;0;0;0;810
0.0;9.35;1;1;0;1;0;0;0;1;226
1.0;7.65;1;0;1;0;0;0;0;1;107
1.0;8.1125;1;1;0;1;0;0;0;1;445
0.0;15.1;1;1;0;1;0;0;0;1;498
0.0;15.85;1;1;0;1;0;0;0;1;404
0.0;8.6625;1;1;0;1;0;0;0;1;164
1.0;120.0;0;1;0;0;0;1;0;0;803
1.0;35.5;0;1;0;1;0;0;0;0;56
0.0;0.0;1;1;0;1;0;0;0;1;598
1.0;30.0;0;0;1;0;0;0;0;1;581
0.0;13.5;0;1;0;1;0;0;0;1;696
1.0;26.55;0;0;1;0;0;0;0;0;12
0.0;14.5;1;1;0;1;0;0;0;1;154
0.0;29.7;0;1;0;1;0;1;0;0;488
0.0;33.5;0;1;0;1;0;1;0;0;171
0.0;25.4667;1;1;0;0;0;0;0;1;177
0.0;15.5;1;1;0;1;0;0;0;1;719
0.0;7.8958;1;1;0;1;0;0;0;1;411
0.0;7.8958;1;1;0;1;0;0;0;1;607
0.0;26.55;0;1;0;1;0;0;0;0;457
1.0;10.5;0;0;1;0;0;0;0;1;459
1.0;30.0;0;1;0;1;0;0;0;0;890
0.0;53.1;0;1;0;1;0;0;1;0;749
1.0;15.85;1;0;0;0;1;0;0;1;86
0.0;31.3875;1;1;0;0;0;0;0;1;183
1.0;27.75;0;0;1;0;0;0;0;1;59
1.0;21.0;0;0;1;0;0;0;0;1;212
1.0;41.5792;0;0;0;0;1;0;0;1;609
1.0;7.25;1;0;1;0;0;0;0;1;377
0.0;0.0;1;1;0;1;0;0;0;1;303
0.0;11.5;0;1;0;1;0;0;0;1;145
1.0;16.1;1;0;0;0;1;0;0;1;348
0.0;82.1708;0;1;0;1;0;0;0;1;35
0.0;29.7;0;1;0;1;0;0;0;0;274
0.0;8.6625;1;1;0;1;0;0;0;1;159
0.0;7.8958;1;1;0;1;0;0;0;1;106
0.0;7.25;1;1;0;1;0;0;0;1;228
0.0;7.8958;1;1;0;1;0;0;0;1;602
0.0;7.55;1;1;0;1;0;0;0;1;846
1.0;76.7292;0;1;0;1;0;0;1;0;682
0.0;8.05;1;1;0;1;0;0;0;1;815
0.0;7.775;1;0;1;0;0;0;0;1;247
0.0;9.5;1;1;0;1;0;0;0;1;869
1.0;10.5;0;0;1;0;0;0;0;1;85
1.0;79.65;0;0;0;0;1;0;0;0;559
0.0;8.4042;1;1;0;1;0;0;0;1;198
0.0;52.0;0;1;0;1;0;1;0;0;672
1.0;12.475;1;0;1;0;0;0;0;1;80
0.0;7.05;1;1;0;1;0;0;0;1;785
1.0;13.0;0;1;0;1;0;0;0;1;674
0.0;7.8958;1;1;0;1;0;0;0;1;421
1.0;7.75;1;0;1;0;0;0;0;1;209
0.0;7.75;1;1;0;1;0;0;0;1;407
1.0;8.05;1;1;0;1;0;0;0;0;430
1.0;7.8542;1;1;0;1;0;0;0;1;570
1.0;49.5042;0;0;0;0;0;0;0;0;711
1.0;30.0;0;0;1;0;0;1;0;0;888
0.0;7.75;1;1;0;1;0;0;0;1;261
1.0;164.8667;0;0;1;0;0;0;0;0;319
1.0;227.525;0;0;1;0;0;0;0;0;717
0.0;40.125;0;1;0;1;0;0;0;0;584
0.0;7.125;1;1;0;1;0;0;0;1;434
0.0;27.7208;0;1;0;1;0;0;0;1;65
0.0;0.0;0;1;0;1;0;0;0;1;634
1.0;19.5;0;0;0;0;1;0;0;1;273
0.0;13.0;0;1;0;1;0;0;0;1;344
0.0;7.8958;1;1;0;1;0;0;0;1;795
1.0;12.65;0;0;0;0;1;0;0;1;400
1.0;11.2417;1;1;0;0;0;0;0;1;126
1.0;262.375;0;0;1;0;0;1;0;0;743
1.0;26.0;0;1;0;0;0;0;0;0;194
1.0;39.0;0;0;1;0;0;0;0;0;619
1.0;31.0;0;0;1;0;0;0;0;1;843
0.0;7.75;1;1;0;1;0;0;0;1;776
0.0;49.5042;0;1;0;1;0;0;0;1;494
0.0;8.05;1;1;0;1;0;0;0;1;575
1.0;59.4;0;0;0;0;1;0;0;1;514
0.0;7.225;1;1;0;1;0;0;0;1;523
0.0;27.7208;0;1;0;1;0;0;0;1;362
1.0;56.9292;0;1;0;0;0;0;0;0;600
1.0;57.0;0;0;0;0;1;1;0;0;782
1.0;227.525;0;0;0;0;1;0;0;0;701
0.0;151.55;0;0;1;0;0;0;0;0;298
0.0;73.5;0;1;0;1;0;0;0;1;666
0.0;26.55;0;1;0;1;0;0;0;0;253
1.0;26.0;0;0;0;0;1;0;0;1;433
0.0;8.7125;1;1;0;1;0;0;0;1;585
0.0;10.5;0;1;0;1;0;0;0;1;235
0.0;13.0;0;1;0;1;0;0;0;1;865
1.0;89.1042;0;1;0;1;0;0;0;0;454
0.0;0.0;0;1;0;1;0;0;0;0;807
0.0;7.7417;1;1;0;1;0;0;0;1;704
1.0;29.0;0;1;0;0;0;0;0;1;79
1.0;7.775;1;1;0;1;0;0;0;1;108
1.0;262.375;0;0;1;0;0;1;0;0;312
1.0;77.9583;0;0;0;0;1;0;1;0;766
0.0;39.6875;1;1;0;0;0;0;0;1;165
0.0;7.0542;1;1;0;1;0;0;0;1;632
0.0;10.5;0;1;0;1;0;0;0;1;440
0.0;13.0;0;1;0;1;0;0;0;1;801
0.0;7.225;1;1;0;1;0;0;0;1;204
1.0;7.925;1;1;0;1;0;0;0;1;401
1.0;7.2292;1;1;0;1;0;0;0;1;763
0.0;78.85;0;1;0;1;0;0;0;0;742
1.0;83.475;0;0;0;0;1;0;0;0;231
0.0;17.8;1;1;0;1;0;0;0;1;354
1.0;15.9;1;1;0;0;0;0;0;1;349
0.0;10.5;0;1;0;1;0;0;0;1;34
0.0;7.8958;1;1;0;1;0;0;0;1;651
1.0;23.0;0;0;1;0;0;0;0;1;751
0.0;7.25;1;1;0;1;0;0;0;1;1
1.0;31.3875;1;0;0;0;1;0;0;1;26
1.0;7.75;1;0;1;0;0;0;0;1;33
1.0;26.2875;0;1;0;1;0;0;0;0;708
0.0;7.775;1;1;0;1;0;0;0;1;232
1.0;26.2875;0;1;0;1;0;0;0;0;702
0.0;7.8542;1;0;1;0;0;0;0;1;15
0.0;14.4542;1;0;0;0;1;0;0;1;363
0.0;14.5;1;1;0;1;0;0;0;1;761
0.0;56.4958;1;1;0;1;0;0;0;1;827
0.0;7.2292;1;1;0;1;0;0;0;1;297
0.0;108.9;0;1;0;1;0;0;0;0;506
1.0;19.2583;1;0;1;0;0;0;0;1;645
1.0;29.0;0;0;0;0;1;0;0;1;324
0.0;27.75;0;1;0;1;0;0;0;0;453
0.0;41.5792;0;1;0;1;0;0;0;1;686
0.0;247.5208;0;1;0;1;0;1;0;0;119
1.0;75.25;0;0;0;0;1;0;1;0;367
0.0;0.0;0;1;0;0;0;0;0;1;823
1.0;19.2583;1;0;1;0;0;0;0;1;449
0.0;14.4;1;0;0;0;1;0;0;1;424
1.0;76.7292;0;1;0;1;0;0;1;0;646
1.0;15.2458;1;0;0;0;1;0;0;1;256
0.0;50.0;0;1;0;1;0;0;0;0;186
0.0;8.85;1;0;1;0;0;0;0;1;294
1.0;13.0;0;0;0;0;1;0;0;1;866
1.0;90.0;0;0;1;0;0;0;0;0;413
0.0;8.05;1;1;0;1;0;0;0;1;489
0.0;24.15;1;1;0;1;0;0;0;1;812
1.0;10.5;0;1;0;1;0;0;0;1;227
0.0;20.2125;1;1;0;1;0;0;0;1;425
0.0;79.65;0;1;0;1;0;0;0;0;263
1.0;263.0;0;0;1;0;0;0;0;0;342
0.0;35.5;0;1;0;1;0;0;0;0;340
0.0;56.4958;1;1;0;1;0;0;0;1;170
0.0;8.05;1;1;0;1;0;0;0;1;158
1.0;164.8667;0;0;0;0;1;0;0;1;857
0.0;8.05;1;1;0;1;0;0;0;1;373
1.0;16.1;1;0;0;0;1;0;0;1;432
1.0;7.8792;1;0;1;0;0;0;0;1;360
0.0;29.125;1;1;0;0;0;0;0;1;172
0.0;7.8958;1;1;0;1;0;0;0;1;657
0.0;26.0;0;0;0;0;1;0;0;1;855
0.0;34.375;1;1;0;1;0;0;0;1;87
0.0;9.8458;1;1;0;1;0;0;0;1;877
1.0;20.575;1;1;0;0;0;0;0;1;789
0.0;83.475;0;1;0;1;0;0;0;0;63
1.0;113.275;0;0;1;0;0;0;1;0;394
1.0;20.25;1;0;0;0;1;0;0;1;280
1.0;12.2875;1;0;1;0;0;0;0;1;480
1.0;26.25;0;0;1;0;0;0;0;1;536
1.0;7.75;1;1;0;1;0;0;0;1;829
0.0;6.45;1;1;0;1;0;0;0;1;819
1.0;7.7875;1;0;1;0;0;0;0;1;83
1.0;35.5;0;1;0;1;0;0;0;0;24
0.0;51.8625;0;1;0;1;0;0;0;0;7
0.0;0.0;0;1;0;1;0;1;0;0;816
1.0;30.5;0;1;0;1;0;0;0;1;608
0.0;7.3125;1;1;0;1;0;0;0;1;155
1.0;110.8833;0;0;0;0;1;0;0;0;582
0.0;10.4625;1;0;1;0;0;0;0;0;206
1.0;83.1583;0;0;0;0;1;0;0;0;880
1.0;18.7875;1;1;0;1;0;0;0;1;208
1.0;56.4958;1;1;0;1;0;0;0;1;839
0.0;15.5;1;0;0;0;1;0;0;1;658
0.0;13.5;0;1;0;1;0;0;0;1;563
0.0;8.6625;1;1;0;1;0;0;0;1;350
0.0;8.3625;1;1;0;1;0;0;0;1;770
0.0;7.225;1;1;0;1;0;0;0;1;355
0.0;8.05;1;1;0;1;0;0;0;1;402
0.0;19.9667;1;1;0;1;0;0;0;1;452
1.0;7.75;1;0;1;0;0;0;0;1;275
1.0;7.8958;1;1;0;1;0;0;0;1;456
1.0;21.0;0;0;0;0;1;0;0;1;727
1.0;71.0;0;0;1;0;0;1;0;0;541
1.0;31.3875;1;1;0;0;0;0;0;1;262
0.0;8.05;1;1;0;1;0;0;0;1;669
1.0;81.8583;0;1;0;0;0;0;0;0;446
0.0;7.7958;1;1;0;1;0;0;0;1;757
1.0;82.1708;0;0;0;0;1;0;0;1;376
1.0;15.2458;1;1;0;0;0;0;0;1;66
1.0;15.7417;1;0;1;0;0;0;0;1;382
0.0;12.875;0;1;0;1;0;0;1;0;293
0.0;7.75;1;1;0;1;0;0;0;1;215
0.0;8.05;1;1;0;1;0;0;0;1;604
1.0;12.475;1;0;0;0;1;0;0;0;824
0.0;10.5167;1;0;1;0;0;0;0;1;883
0.0;7.925;1;1;0;1;0;0;0;1;174
1.0;10.5;0;0;0;0;1;0;0;0;517
1.0;26.0;0;0;0;0;1;0;0;1;54
1.0;23.0;0;0;0;0;1;0;0;1;775
1.0;35.5;0;1;0;0;0;0;0;0;648
1.0;15.85;1;0;0;0;1;0;0;1;143
1.0;9.5875;1;0;0;0;1;0;0;1;484
1.0;23.25;1;0;1;0;0;0;0;1;331
0.0;14.4542;1;0;1;0;0;0;0;1;703
0.0;36.75;0;1;0;1;0;0;0;1;146
1.0;8.6625;1;1;0;1;0;0;0;1;822
0.0;9.5875;1;0;1;0;0;0;0;1;504
0.0;30.6958;0;1;0;1;0;0;0;1;794
0.0;22.525;1;1;0;1;0;0;0;1;509
0.0;53.1;0;1;0;1;0;0;0;0;138
0.0;8.05;1;0;1;0;0;0;0;1;565
0.0;7.8958;1;1;0;1;0;0;0;1;848
0.0;7.25;1;1;0;1;0;0;0;1;786
1.0;113.275;0;0;1;0;0;0;1;0;216
0.0;7.25;1;1;0;1;0;0;0;1;321
1.0;71.2833;0;0;0;0;1;0;0;0;2
0.0;14.5;1;1;0;1;0;0;0;1;539
0.0;7.2292;1;1;0;1;0;0;0;1;833
0.0;73.5;0;1;0;1;0;0;0;1;73
0.0;7.8542;1;1;0;1;0;0;0;1;624
0.0;7.8958;1;1;0;1;0;0;0;1;131
0.0;7.8958;1;1;0;1;0;0;0;1;567
0.0;15.5;1;1;0;1;0;0;0;1;365
0.0;9.475;1;0;0;0;1;0;0;1;41
0.0;7.8958;1;1;0;1;0;0;0;1;871
0.0;9.825;1;0;1;0;0;0;0;1;403
1.0;7.55;1;0;1;0;0;0;0;1;650
1.0;26.55;0;1;0;1;0;0;0;0;858
1.0;16.0;0;0;0;0;1;0;0;1;16
0.0;24.15;1;0;0;0;1;0;0;1;800
0.0;46.9;1;1;0;0;0;0;0;1;481
1.0;153.4625;0;0;0;0;1;0;0;0;269
0.0;11.5;0;1;0;1;0;0;0;1;530
0.0;25.4667;1;0;1;0;0;0;0;1;486
0.0;69.55;1;1;0;1;0;0;0;1;325
0.0;26.0;0;1;0;1;0;0;0;1;21
0.0;7.75;1;0;1;0;0;0;0;1;594
0.0;18.7875;1;1;0;1;0;0;0;1;732
0.0;21.0;0;0;0;0;1;0;0;1;42
1.0;90.0;0;0;0;0;1;0;0;0;487
1.0;15.5;1;0;1;0;0;0;0;1;242
0.0;6.975;1;1;0;1;0;0;0;1;130
0.0;7.8958;1;1;0;1;0;0;0;1;878
0.0;46.9;1;1;0;0;0;0;0;1;60
0.0;8.05;1;1;0;1;0;0;0;1;512
1.0;12.0;0;0;1;0;0;0;0;1;390
1.0;120.0;0;0;0;0;1;1;0;0;764
0.0;8.05;1;1;0;1;0;0;0;1;96
0.0;6.95;1;1;0;1;0;0;0;1;826
0.0;8.1583;1;1;0;1;0;0;0;1;68
1.0;7.7958;1;1;0;1;0;0;0;1;392
0.0;21.0;0;1;0;1;0;0;0;1;477
1.0;134.5;0;0;1;0;0;0;0;0;338
0.0;29.125;1;1;0;0;0;0;0;1;17
0.0;26.0;0;1;0;1;0;0;0;1;237
0.0;13.0;0;1;0;1;0;0;0;1;222
0.0;13.0;0;1;0;1;0;0;0;1;345
0.0;7.775;1;1;0;1;0;0;0;1;765
0.0;7.225;1;1;0;1;0;0;0;1;662
0.0;0.0;0;1;0;1;0;0;0;1;675
0.0;0.0;0;1;0;1;0;1;0;0;264
0.0;34.375;1;0;1;0;0;0;0;1;437
0.0;6.8583;1;1;0;1;0;0;0;1;412
1.0;78.85;0;0;1;0;0;0;0;1;291
0.0;7.8958;1;1;0;1;0;0;0;1;882
0.0;8.05;1;1;0;1;0;0;0;1;462
1.0;26.2875;0;1;0;1;0;0;0;0;513
1.0;65.0;0;0;1;0;0;0;0;1;616
0.0;24.15;1;1;0;1;0;0;0;1;596
0.0;7.75;1;1;0;1;0;0;0;1;891
0.0;7.925;1;1;0;1;0;0;0;1;393
1.0;30.5;0;1;0;0;0;1;0;0;633
1.0;26.25;0;0;0;0;1;0;0;1;441
0.0;7.05;1;1;0;1;0;0;0;1;466
1.0;78.2667;0;0;1;0;0;0;1;0;497
0.0;7.2292;1;1;0;1;0;0;0;1;61
0.0;7.4958;1;1;0;1;0;0;0;1;515
0.0;135.6333;0;1;0;1;0;0;0;1;374
0.0;26.0;0;1;0;1;0;0;0;1;729
0.0;31.275;1;1;0;0;0;0;0;1;851
0.0;73.5;0;1;0;1;0;0;0;1;656
1.0;22.3583;1;0;1;0;0;0;0;0;129
0.0;7.7958;1;1;0;1;0;0;0;1;689
0.0;26.0;0;1;0;1;0;0;0;1;583
1.0;33.0;0;0;1;0;0;0;0;1;597
0.0;27.9;1;0;1;0;0;0;0;1;635
1.0;7.775;1;0;1;0;0;0;0;1;555
0.0;7.8542;1;1;0;1;0;0;0;1;641
1.0;52.5542;0;1;0;1;0;0;1;0;249
0.0;7.8958;1;1;0;1;0;0;0;1;224
0.0;12.35;0;1;0;0;0;0;0;1;627
0.0;34.6542;0;1;0;1;0;0;0;0;97
1.0;18.75;0;0;0;0;1;0;0;1;438
0.0;7.775;1;1;0;1;0;0;0;1;720
1.0;9.5;1;1;0;1;0;0;0;1;82
1.0;12.35;0;0;1;0;0;0;0;0;304
0.0;0.0;0;1;0;1;0;0;0;1;467
0.0;7.225;1;1;0;1;0;0;0;1;245
1.0;91.0792;0;1;0;1;0;1;0;0;485
1.0;26.0;0;0;0;0;1;0;0;1;519
0.0;29.125;1;1;0;0;0;0;0;1;279
1.0;8.05;1;1;0;1;0;0;0;1;284
