tecnica;accuracy;roc_auc_score;auc;f1_score;log_loss;precision;recall;identificador_aleatorio1;identificador_aleatorio2;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params;versao_dados
BernoulliNB;0.6844919786096256;0.7111267936956011;0.7441190308162786;0.6974358974358974;10.897470521785081;0.5811965811965812;0.8717948717948718;2090277;6602082;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('BernoulliNB', BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'BernoulliNB__alpha': [0, 0.5, 1.0, 1.5, 2], 'BernoulliNB__fit_prior': [True, False]};6;7;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=None,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('BernoulliNB',
                 BernoulliNB(alpha=0, binarize=0.0, class_prior=None,
                             fit_prior=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': None, 'normalizer__norm': 'max', 'BernoulliNB__fit_prior': False, 'BernoulliNB__alpha': 0};3_4
CalibratedClassifierCV;0.732620320855615;0.7378263937896965;0.8093389790637497;0.7058823529411764;9.235103780017653;0.6521739130434783;0.7692307692307693;6105190;4738091;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('CalibratedClassifierCV', CalibratedClassifierCV(base_estimator=None, cv=None, method='sigmoid'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'CalibratedClassifierCV__method': ('sigmoid', 'isotonic'), 'CalibratedClassifierCV__cv': [3, 5, 10]};6;9;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=5,
                     random_state=None, svd_solver='randomized', tol=0.0,
                     whiten=False)),
                ('CalibratedClassifierCV',
                 CalibratedClassifierCV(base_estimator=None, cv=10,
                                        method='sigmoid'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'randomized', 'pca__n_components': 5, 'normalizer__norm': 'l2', 'CalibratedClassifierCV__method': 'sigmoid', 'CalibratedClassifierCV__cv': 10};3_4
DecisionTreeClassifier;0.7433155080213903;0.7287697012467654;0.7367678193366267;0.6756756756756757;8.865653790932171;0.7142857142857143;0.6410256410256411;5040772;7989191;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('DecisionTreeClassifier', DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                       max_depth=None, max_features=None, max_leaf_nodes=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, presort='deprecated',
                       random_state=None, splitter='best'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'DecisionTreeClassifier__criterion': ('gini', 'entropy'), 'DecisionTreeClassifier__splitter': ('best', 'random')};6;36;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('DecisionTreeClassifier',
                 DecisionTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                        criterion='gini', max_depth=None,
                                        max_features=None, max_leaf_nodes=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        presort='deprecated', random_state=None,
                                        splitter='best'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': 7, 'normalizer__norm': 'l1', 'DecisionTreeClassifier__splitter': 'best', 'DecisionTreeClassifier__criterion': 'gini'};3_4
ExtraTreeClassifier;0.7433155080213903;0.7233003999059046;0.728358033403905;0.6619718309859154;8.865640963165914;0.734375;0.6025641025641025;4647666;5590365;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreeClassifier', ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None, criterion='gini',
                    max_depth=None, max_features='auto', max_leaf_nodes=None,
                    min_impurity_decrease=0.0, min_impurity_split=None,
                    min_samples_leaf=1, min_samples_split=2,
                    min_weight_fraction_leaf=0.0, random_state=None,
                    splitter='random'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreeClassifier__criterion': ('gini', 'entropy'), 'ExtraTreeClassifier__max_features': ('auto', 'sqrt', 'log2')};6;6;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=None,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=True)),
                ('ExtraTreeClassifier',
                 ExtraTreeClassifier(ccp_alpha=0.0, class_weight=None,
                                     criterion='entropy', max_depth=None,
                                     max_features='auto', max_leaf_nodes=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     random_state=None, splitter='random'))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'full', 'pca__n_components': None, 'normalizer__norm': 'l2', 'ExtraTreeClassifier__max_features': 'auto', 'ExtraTreeClassifier__criterion': 'entropy'};3_4
ExtraTreesClassifier;0.7593582887700535;0.7407080686897201;0.8005763349800046;0.6853146853146853;8.311538670213176;0.7538461538461538;0.6282051282051282;6855343;6971874;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreesClassifier', ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='auto',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_impurity_split=None,
                     min_samples_leaf=1, min_samples_split=2,
                     min_weight_fraction_leaf=0.0, n_estimators=100,
                     n_jobs=None, oob_score=False, random_state=None, verbose=0,
                     warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreesClassifier__criterion': ('gini', 'entropy'), 'ExtraTreesClassifier__max_features': ('auto', 'sqrt', 'log2')};6;20;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=True)),
                ('ExtraTreesClassifier',
                 ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0,
                                      class_weight=None, criterion='gini',
                                      max_depth=None, max_features='sqrt',
                                      max_leaf_nodes=None, max_samples=None,
                                      min_impurity_decrease=0.0,
                                      min_impurity_split=None,
                                      min_samples_leaf=1, min_samples_split=2,
                                      min_weight_fraction_leaf=0.0,
                                      n_estimators=100, n_jobs=None,
                                      oob_score=False, random_state=None,
                                      verbose=0, warm_start=False))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'auto', 'pca__n_components': 3, 'normalizer__norm': 'max', 'ExtraTreesClassifier__max_features': 'sqrt', 'ExtraTreesClassifier__criterion': 'gini'};3_4
GaussianProcessClassifier;0.7165775401069518;0.6711950129381322;0.7845212891084449;0.5391304347826087;9.789090623074046;0.8378378378378378;0.3974358974358974;9813513;8494000;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('GaussianProcessClassifier', GaussianProcessClassifier(copy_X_train=True, kernel=None, max_iter_predict=100,
                          multi_class='one_vs_rest', n_jobs=None,
                          n_restarts_optimizer=0, optimizer='fmin_l_bfgs_b',
                          random_state=None, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'GaussianProcessClassifier__n_restarts_optimizer': [0, 5, 10, 15], 'GaussianProcessClassifier__max_iter_predict': [10, 100, 1000]};6;33;7;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('GaussianProcessClassifier',
                 GaussianProcessClassifier(copy_X_train=True, kernel=None,
                                           max_iter_predict=10,
                                           multi_class='one_vs_rest',
                                           n_jobs=None, n_restarts_optimizer=0,
                                           optimizer='fmin_l_bfgs_b',
                                           random_state=None,
                                           warm_start=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': 7, 'normalizer__norm': 'l2', 'GaussianProcessClassifier__n_restarts_optimizer': 0, 'GaussianProcessClassifier__max_iter_predict': 10};3_4
GradientBoostingClassifier;0.8021390374331551;0.7919901199717714;0.8431545518701482;0.7549668874172185;6.833943958131435;0.7808219178082192;0.7307692307692307;4824534;414109;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('GradientBoostingClassifier', GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='deviance', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_impurity_split=None,
                           min_samples_leaf=1, min_samples_split=2,
                           min_weight_fraction_leaf=0.0, n_estimators=100,
                           n_iter_no_change=None, presort='deprecated',
                           random_state=None, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'GradientBoostingClassifier__loss': ('deviance', 'exponential'), 'GradientBoostingClassifier__learning_rate': [0.1, 0.2, 0.001], 'GradientBoostingClassifier__criterion': ('friedman_mse', 'mse', 'mae'), 'GradientBoostingClassifier__max_features': ('auto', 'sqrt', 'log2')};6;5;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=9,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=True)),
                ('GradientBoostingClassifier',
                 GradientBoostingClassifier(ccp_alpha=0.0,
                                            criterion='friedman_mse', init=None,
                                            learning_rate=0.1,
                                            loss='exponential', max_depth=3,
                                            max_features='log2',
                                            max_leaf_nodes=None,
                                            min_impurity_decrease=0.0,
                                            min_impurity_split=None,
                                            min_samples_leaf=1,
                                            min_samples_split=2,
                                            min_weight_fraction_leaf=0.0,
                                            n_estimators=100,
                                            n_iter_no_change=None,
                                            presort='deprecated',
                                            random_state=None, subsample=1.0,
                                            tol=0.0001, validation_fraction=0.1,
                                            verbose=0, warm_start=False))],
         verbose=False)";{'pca__whiten': True, 'pca__svd_solver': 'full', 'pca__n_components': 9, 'normalizer__norm': 'max', 'GradientBoostingClassifier__max_features': 'log2', 'GradientBoostingClassifier__loss': 'exponential', 'GradientBoostingClassifier__learning_rate': 0.1, 'GradientBoostingClassifier__criterion': 'friedman_mse'};3_4
KNeighborsClassifier;0.7540106951871658;0.737944013173371;0.830510468125147;0.6849315068493151;8.496246561067567;0.7352941176470589;0.6410256410256411;4474392;7167206;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('KNeighborsClassifier', KNeighborsClassifier(algorithm='auto', leaf_size=30, metric='minkowski',
                     metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                     weights='uniform'))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'KNeighborsClassifier__n_neighbors': [3, 5, 7, 9], 'KNeighborsClassifier__weights': ('uniform', 'distance'), 'KNeighborsClassifier__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsClassifier__p': [1, 2]};6;27;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=5,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=False)),
                ('KNeighborsClassifier',
                 KNeighborsClassifier(algorithm='kd_tree', leaf_size=30,
                                      metric='minkowski', metric_params=None,
                                      n_jobs=None, n_neighbors=7, p=1,
                                      weights='uniform'))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'full', 'pca__n_components': 5, 'normalizer__norm': 'max', 'KNeighborsClassifier__weights': 'uniform', 'KNeighborsClassifier__p': 1, 'KNeighborsClassifier__n_neighbors': 7, 'KNeighborsClassifier__algorithm': 'kd_tree'};3_4
LinearDiscriminantAnalysis;0.7165775401069518;0.7277111267936957;0.8205128205128205;0.7005649717514124;9.789223176658737;0.6262626262626263;0.7948717948717948;4253360;9003360;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('LinearDiscriminantAnalysis', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'LinearDiscriminantAnalysis__solver': ('svd', 'lsqr'), 'LinearDiscriminantAnalysis__tol': [0.001, 0.0001, 1e-05]};6;22;7;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('LinearDiscriminantAnalysis',
                 LinearDiscriminantAnalysis(n_components=None, priors=None,
                                            shrinkage=None, solver='lsqr',
                                            store_covariance=False,
                                            tol=0.0001))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': 3, 'normalizer__norm': 'l2', 'LinearDiscriminantAnalysis__tol': 0.0001, 'LinearDiscriminantAnalysis__solver': 'lsqr'};3_4
LogisticRegression;0.7165775401069518;0.6711950129381322;0.7852270054104915;0.5391304347826087;9.789090623074046;0.8378378378378378;0.3974358974358974;1139934;4302327;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('LogisticRegression', LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'LogisticRegression__fit_intercept': [True, False], 'LogisticRegression__solver': ('newton-cg', 'sag', 'lbfgs'), 'LogisticRegression__max_iter': [10, 100, 1000, 10000], 'LogisticRegression__warm_start': [True, False]};6;40;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=None,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=False)),
                ('LogisticRegression',
                 LogisticRegression(C=1.0, class_weight=None, dual=False,
                                    fit_intercept=True, intercept_scaling=1,
                                    l1_ratio=None, max_iter=1000,
                                    multi_class='auto', n_jobs=None,
                                    penalty='l2', random_state=None,
                                    solver='lbfgs', tol=0.0001, verbose=0,
                                    warm_start=True))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'full', 'pca__n_components': None, 'normalizer__norm': 'max', 'LogisticRegression__warm_start': True, 'LogisticRegression__solver': 'lbfgs', 'LogisticRegression__max_iter': 1000, 'LogisticRegression__fit_intercept': True};3_4
LogisticRegressionCV;0.7058823529411765;0.6966596095036461;0.8121618442719359;0.6451612903225807;10.158579095458306;0.6493506493506493;0.6410256410256411;9691626;7865154;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('LogisticRegressionCV', LogisticRegressionCV(Cs=10, class_weight=None, cv=None, dual=False,
                     fit_intercept=True, intercept_scaling=1.0, l1_ratios=None,
                     max_iter=100, multi_class='auto', n_jobs=None,
                     penalty='l2', random_state=None, refit=True, scoring=None,
                     solver='lbfgs', tol=0.0001, verbose=0))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'LogisticRegressionCV__fit_intercept': [True, False], 'LogisticRegressionCV__cv': ['warn', 3, 5, 7, 9], 'LogisticRegressionCV__solver': ('newton-cg', 'lbfgs', 'liblinear', 'sag', 'saga'), 'LogisticRegressionCV__refit': [True, False], 'LogisticRegressionCV__multi_class': ('ovr', 'auto')};6;24;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=False)),
                ('LogisticRegressionCV',
                 LogisticRegressionCV(Cs=10, class_weight=None, cv=5,
                                      dual=False, fit_intercept=True,
                                      intercept_scaling=1.0, l1_ratios=None,
                                      max_iter=100, multi_class='auto',
                                      n_jobs=None, penalty='l2',
                                      random_state=None, refit=False,
                                      scoring=None, solver='sag', tol=0.0001,
                                      verbose=0))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'full', 'pca__n_components': 7, 'normalizer__norm': 'l2', 'LogisticRegressionCV__solver': 'sag', 'LogisticRegressionCV__refit': False, 'LogisticRegressionCV__multi_class': 'auto', 'LogisticRegressionCV__fit_intercept': True, 'LogisticRegressionCV__cv': 5};3_4
MLPClassifier;0.7379679144385026;0.7059515408139261;0.8267466478475652;0.6201550387596899;9.050314646643614;0.7843137254901961;0.5128205128205128;4304755;8728706;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('MLPClassifier', MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_fun=15000, max_iter=200,
              momentum=0.9, n_iter_no_change=10, nesterovs_momentum=True,
              power_t=0.5, random_state=None, shuffle=True, solver='adam',
              tol=0.0001, validation_fraction=0.1, verbose=False,
              warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'MLPClassifier__hidden_layer_sizes': [(1,), (100,), (500,), (1, 3), (100, 3), (500, 3)], 'MLPClassifier__activation': ('identity', 'logistic', 'tanh', 'relu'), 'MLPClassifier__solver': ('lbfgs', 'sgd', 'adam'), 'MLPClassifier__learning_rate': ('constant', 'invscaling', 'adaptive'), 'MLPClassifier__shuffle': [True, False], 'MLPClassifier__max_iter': [100, 500, 1000], 'MLPClassifier__tol': [0.001, 0.0001, 1e-05]};6;28;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('MLPClassifier',
                 MLPClassifier(activation='relu', alpha=0.0001,
                               batch_size='auto', beta_1=0.9, beta_2=0.999,
                               early_stopping=False, epsilon=1e-08,
                               hidden_layer_sizes=(500,),
                               learning_rate='constant',
                               learning_rate_init=0.001, max_fun=15000,
                               max_iter=100, momentum=0.9, n_iter_no_change=10,
                               nesterovs_momentum=True, power_t=0.5,
                               random_state=None, shuffle=False, solver='lbfgs',
                               tol=1e-05, validation_fraction=0.1,
                               verbose=False, warm_start=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': 7, 'normalizer__norm': 'l2', 'MLPClassifier__tol': 1e-05, 'MLPClassifier__solver': 'lbfgs', 'MLPClassifier__shuffle': False, 'MLPClassifier__max_iter': 100, 'MLPClassifier__learning_rate': 'constant', 'MLPClassifier__hidden_layer_sizes': (500,), 'MLPClassifier__activation': 'relu'};3_4
RandomForestClassifier;0.7700534759358288;0.7644671841919548;0.8467419430722183;0.7261146496815285;7.94216564772526;0.7215189873417721;0.7307692307692307;2854601;2659031;train_test_split 30%;normalizer;pca;"[('normalizer', Normalizer(copy=True, norm='l2')), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('RandomForestClassifier', RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'pca__n_components': [None, 3, 5, 7, 9, 11, 13], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'RandomForestClassifier__criterion': ('gini', 'entropy'), 'RandomForestClassifier__max_features': ('auto', 'sqrt', 'log2', None), 'RandomForestClassifier__warm_start': [True, False], 'RandomForestClassifier__class_weight': ('balanced', 'balanced_subsample', None)};6;42;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=9,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=False)),
                ('RandomForestClassifier',
                 RandomForestClassifier(bootstrap=True, ccp_alpha=0.0,
                                        class_weight=None, criterion='entropy',
                                        max_depth=None, max_features='auto',
                                        max_leaf_nodes=None, max_samples=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        n_estimators=100, n_jobs=None,
                                        oob_score=False, random_state=None,
                                        verbose=0, warm_start=False))],
         verbose=False)";{'pca__whiten': False, 'pca__svd_solver': 'auto', 'pca__n_components': 9, 'normalizer__norm': 'l1', 'RandomForestClassifier__warm_start': False, 'RandomForestClassifier__max_features': 'auto', 'RandomForestClassifier__criterion': 'entropy', 'RandomForestClassifier__class_weight': None};3_4
AdaBoostClassifier;0.8021390374331551;0.8022705196697426;0.8580014570179699;0.7549668874172185;6.833973889586043;0.7125;0.8028169014084507;588399;3584625;train_test_split 30%;normalizer;Não utilizado;"[('normalizer', Normalizer(copy=True, norm='l2')), ('AdaBoostClassifier', AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'AdaBoostClassifier__n_estimators': [5, 25, 50, 75, 100], 'AdaBoostClassifier__learning_rate': [0.5, 1.0, 1.5], 'AdaBoostClassifier__algorithm': ('SAMME', 'SAMME.R')};17;16;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('AdaBoostClassifier',
                 AdaBoostClassifier(algorithm='SAMME', base_estimator=None,
                                    learning_rate=1.5, n_estimators=25,
                                    random_state=None))],
         verbose=False)";{'normalizer__norm': 'max', 'AdaBoostClassifier__n_estimators': 25, 'AdaBoostClassifier__learning_rate': 1.5, 'AdaBoostClassifier__algorithm': 'SAMME'};3_4
BaggingClassifier;0.7860962566844921;0.7702161243322002;0.8470738222438077;0.7142857142857142;7.388054802928347;0.7246376811594203;0.7042253521126759;1705470;1295825;train_test_split 30%;normalizer;Não utilizado;"[('normalizer', Normalizer(copy=True, norm='l2')), ('BaggingClassifier', BaggingClassifier(base_estimator=None, bootstrap=True, bootstrap_features=False,
                  max_features=1.0, max_samples=1.0, n_estimators=10,
                  n_jobs=None, oob_score=False, random_state=None, verbose=0,
                  warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'BaggingClassifier__n_estimators': [5, 10, 15], 'BaggingClassifier__bootstrap_features': [True, False], 'BaggingClassifier__oob_score': [True, False]};17;9;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('BaggingClassifier',
                 BaggingClassifier(base_estimator=None, bootstrap=True,
                                   bootstrap_features=True, max_features=1.0,
                                   max_samples=1.0, n_estimators=15,
                                   n_jobs=None, oob_score=False,
                                   random_state=None, verbose=0,
                                   warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'BaggingClassifier__oob_score': False, 'BaggingClassifier__n_estimators': 15, 'BaggingClassifier__bootstrap_features': True};3_4
