tecnica;accuracy;roc_auc_score;f1_score;log_loss;precision;recall;identificador_aleatorio1;identificador_aleatorio2;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params;versao_dados
LinearDiscriminantAnalysis;0.8012820512820513;0.7885416666666667;0.7394957983193278;6.863551680792846;0.7457627118644068;0.7333333333333333;7454350;5432364;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LinearDiscriminantAnalysis', LinearDiscriminantAnalysis(n_components=None, priors=None, shrinkage=None,
                           solver='svd', store_covariance=False, tol=0.0001))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LinearDiscriminantAnalysis__solver': ('svd', 'lsqr'), 'LinearDiscriminantAnalysis__tol': [0.001, 0.0001, 1e-05]};12;2;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('LinearDiscriminantAnalysis',
                 LinearDiscriminantAnalysis(n_components=None, priors=None,
                                            shrinkage=None, solver='svd',
                                            store_covariance=False,
                                            tol=0.0001))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'mu', 'nmf__n_components': None, 'nmf__init': 'nndsvdar', 'LinearDiscriminantAnalysis__tol': 0.0001, 'LinearDiscriminantAnalysis__solver': 'svd'};3.3
LinearSVC;0.7051282051282052;0.6604166666666667;0.5490196078431373;10.184582746986631;0.6666666666666666;0.4666666666666667;2799876;820066;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LinearSVC', LinearSVC(C=1.0, class_weight=None, dual=True, fit_intercept=True,
          intercept_scaling=1, loss='squared_hinge', max_iter=1000,
          multi_class='ovr', penalty='l2', random_state=None, tol=0.0001,
          verbose=0))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LinearSVC__loss': ('hinge', 'squared_hinge'), 'LinearSVC__tol': [0.001, 0.0001, 1e-05], 'LinearSVC__multi_class': ('ovr', 'crammer_singer'), 'LinearSVC__fit_intercept': [True, False], 'LinearSVC__max_iter': [100, 1000, 10000]};12;2;4;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=11,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('LinearSVC',
                 LinearSVC(C=1.0, class_weight=None, dual=True,
                           fit_intercept=False, intercept_scaling=1,
                           loss='hinge', max_iter=100,
                           multi_class='crammer_singer', penalty='l2',
                           random_state=None, tol=0.0001, verbose=0))],
         verbose=False)";{'normalizer__norm': 'l2', 'nmf__solver': 'cd', 'nmf__n_components': 11, 'nmf__init': 'random', 'LinearSVC__tol': 0.0001, 'LinearSVC__multi_class': 'crammer_singer', 'LinearSVC__max_iter': 100, 'LinearSVC__loss': 'hinge', 'LinearSVC__fit_intercept': False};3.3
LogisticRegression;0.6987179487179487;0.6208333333333333;0.419753086419753;10.405933903528991;0.8095238095238095;0.2833333333333333;4896606;7316144;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LogisticRegression', LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=100,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=None, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LogisticRegression__fit_intercept': [True, False], 'LogisticRegression__solver': ('newton-cg', 'sag', 'lbfgs'), 'LogisticRegression__max_iter': [10, 100, 1000, 10000], 'LogisticRegression__warm_start': [True, False]};12;36;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvda',
                     l1_ratio=0.0, max_iter=200, n_components=13,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('LogisticRegression',
                 LogisticRegression(C=1.0, class_weight=None, dual=False,
                                    fit_intercept=True, intercept_scaling=1,
                                    l1_ratio=None, max_iter=10,
                                    multi_class='auto', n_jobs=None,
                                    penalty='l2', random_state=None,
                                    solver='newton-cg', tol=0.0001, verbose=0,
                                    warm_start=False))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'mu', 'nmf__n_components': 13, 'nmf__init': 'nndsvda', 'LogisticRegression__warm_start': False, 'LogisticRegression__solver': 'newton-cg', 'LogisticRegression__max_iter': 10, 'LogisticRegression__fit_intercept': True};3.3
LogisticRegressionCV;0.7884615384615384;0.7781250000000001;0.7272727272727273;7.30636675761773;0.7213114754098361;0.7333333333333333;6083150;7686733;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('LogisticRegressionCV', LogisticRegressionCV(Cs=10, class_weight=None, cv=None, dual=False,
                     fit_intercept=True, intercept_scaling=1.0, l1_ratios=None,
                     max_iter=100, multi_class='auto', n_jobs=None,
                     penalty='l2', random_state=None, refit=True, scoring=None,
                     solver='lbfgs', tol=0.0001, verbose=0))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'LogisticRegressionCV__fit_intercept': [True, False], 'LogisticRegressionCV__cv': ['warn', 3, 5, 7, 9], 'LogisticRegressionCV__solver': ('newton-cg', 'lbfgs', 'liblinear', 'sag', 'saga'), 'LogisticRegressionCV__refit': [True, False], 'LogisticRegressionCV__multi_class': ('ovr', 'auto')};12;27;10;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvd',
                     l1_ratio=0.0, max_iter=200, n_components=11,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('LogisticRegressionCV',
                 LogisticRegressionCV(Cs=10, class_weight=None, cv=3,
                                      dual=False, fit_intercept=False,
                                      intercept_scaling=1.0, l1_ratios=None,
                                      max_iter=100, multi_class='auto',
                                      n_jobs=None, penalty='l2',
                                      random_state=None, refit=True,
                                      scoring=None, solver='liblinear',
                                      tol=0.0001, verbose=0))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'cd', 'nmf__n_components': 11, 'nmf__init': 'nndsvd', 'LogisticRegressionCV__solver': 'liblinear', 'LogisticRegressionCV__refit': True, 'LogisticRegressionCV__multi_class': 'auto', 'LogisticRegressionCV__fit_intercept': False, 'LogisticRegressionCV__cv': 3};3.3
MLPClassifier;0.6538461538461539;0.671875;0.6250000000000001;11.955930189903555;0.5357142857142857;0.75;3895788;4786572;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('MLPClassifier', MLPClassifier(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
              beta_2=0.999, early_stopping=False, epsilon=1e-08,
              hidden_layer_sizes=(100,), learning_rate='constant',
              learning_rate_init=0.001, max_fun=15000, max_iter=200,
              momentum=0.9, n_iter_no_change=10, nesterovs_momentum=True,
              power_t=0.5, random_state=None, shuffle=True, solver='adam',
              tol=0.0001, validation_fraction=0.1, verbose=False,
              warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'MLPClassifier__hidden_layer_sizes': [(1,), (100,), (500,), (1, 3), (100, 3), (500, 3)], 'MLPClassifier__activation': ('identity', 'logistic', 'tanh', 'relu'), 'MLPClassifier__solver': ('lbfgs', 'sgd', 'adam'), 'MLPClassifier__learning_rate': ('constant', 'invscaling', 'adaptive'), 'MLPClassifier__shuffle': [True, False], 'MLPClassifier__max_iter': [100, 500, 1000], 'MLPClassifier__tol': [0.001, 0.0001, 1e-05]};12;27;9;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=5,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('MLPClassifier',
                 MLPClassifier(activation='tanh', alpha=0.0001,
                               batch_size='auto', beta_1=0.9, beta_2=0.999,
                               early_stopping=False, epsilon=1e-08,
                               hidden_layer_sizes=(1,),
                               learning_rate='invscaling',
                               learning_rate_init=0.001, max_fun=15000,
                               max_iter=1000, momentum=0.9, n_iter_no_change=10,
                               nesterovs_momentum=True, power_t=0.5,
                               random_state=None, shuffle=False, solver='lbfgs',
                               tol=1e-05, validation_fraction=0.1,
                               verbose=False, warm_start=False))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'mu', 'nmf__n_components': 5, 'nmf__init': 'random', 'MLPClassifier__tol': 1e-05, 'MLPClassifier__solver': 'lbfgs', 'MLPClassifier__shuffle': False, 'MLPClassifier__max_iter': 1000, 'MLPClassifier__learning_rate': 'invscaling', 'MLPClassifier__hidden_layer_sizes': (1,), 'MLPClassifier__activation': 'tanh'};3.3
MultinomialNB;0.7371794871794872;0.7395833333333334;0.6870229007633588;9.077632190541816;0.6338028169014085;0.75;9529959;7954545;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('MultinomialNB', MultinomialNB(alpha=1.0, class_prior=None, fit_prior=True))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'MultinomialNB__alpha': [0.0, 1.0], 'MultinomialNB__fit_prior': [True, False]};12;20;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=9,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('MultinomialNB',
                 MultinomialNB(alpha=0.0, class_prior=None, fit_prior=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'nmf__solver': 'mu', 'nmf__n_components': 9, 'nmf__init': 'nndsvdar', 'MultinomialNB__fit_prior': False, 'MultinomialNB__alpha': 0.0};3.3
PassiveAggressiveClassifier;0.7756410256410257;0.7708333333333333;0.7199999999999999;7.749186960067166;0.6923076923076923;0.75;7251910;3112646;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('PassiveAggressiveClassifier', PassiveAggressiveClassifier(C=1.0, average=False, class_weight=None,
                            early_stopping=False, fit_intercept=True,
                            loss='hinge', max_iter=1000, n_iter_no_change=5,
                            n_jobs=None, random_state=None, shuffle=True,
                            tol=0.001, validation_fraction=0.1, verbose=0,
                            warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'PassiveAggressiveClassifier__fit_intercept': [True, False], 'PassiveAggressiveClassifier__shuffle': [True, False], 'PassiveAggressiveClassifier__loss': ('hinge', 'squared_hinge'), 'PassiveAggressiveClassifier__average': [True, False]};12;4;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvd',
                     l1_ratio=0.0, max_iter=200, n_components=11,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('PassiveAggressiveClassifier',
                 PassiveAggressiveClassifier(C=1.0, average=True,
                                             class_weight=None,
                                             early_stopping=False,
                                             fit_intercept=False,
                                             loss='squared_hinge',
                                             max_iter=1000, n_iter_no_change=5,
                                             n_jobs=None, random_state=None,
                                             shuffle=True, tol=0.001,
                                             validation_fraction=0.1, verbose=0,
                                             warm_start=False))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'cd', 'nmf__n_components': 11, 'nmf__init': 'nndsvd', 'PassiveAggressiveClassifier__shuffle': True, 'PassiveAggressiveClassifier__loss': 'squared_hinge', 'PassiveAggressiveClassifier__fit_intercept': False, 'PassiveAggressiveClassifier__average': True};3.3
Perceptron;0.6153846153846154;0.5;0.0;13.28414476727334;0.0;0.0;8852280;8458183;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('Perceptron', Perceptron(alpha=0.0001, class_weight=None, early_stopping=False, eta0=1.0,
           fit_intercept=True, max_iter=1000, n_iter_no_change=5, n_jobs=None,
           penalty=None, random_state=0, shuffle=True, tol=0.001,
           validation_fraction=0.1, verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'Perceptron__penalty': (None, 'l1', 'l2', 'elasticnet'), 'Perceptron__shuffle': [True, False]};12;32;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvda',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('Perceptron',
                 Perceptron(alpha=0.0001, class_weight=None,
                            early_stopping=False, eta0=1.0, fit_intercept=True,
                            max_iter=1000, n_iter_no_change=5, n_jobs=None,
                            penalty='elasticnet', random_state=0, shuffle=True,
                            tol=0.001, validation_fraction=0.1, verbose=0,
                            warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'nmf__solver': 'mu', 'nmf__n_components': None, 'nmf__init': 'nndsvda', 'Perceptron__shuffle': True, 'Perceptron__penalty': 'elasticnet'};3.3
RandomForestClassifier;0.8205128205128205;0.7979166666666667;0.75;6.199318814306418;0.8076923076923077;0.7;539014;1977372;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('RandomForestClassifier', RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='auto',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_impurity_split=None,
                       min_samples_leaf=1, min_samples_split=2,
                       min_weight_fraction_leaf=0.0, n_estimators=100,
                       n_jobs=None, oob_score=False, random_state=None,
                       verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'RandomForestClassifier__criterion': ('gini', 'entropy'), 'RandomForestClassifier__max_features': ('auto', 'sqrt', 'log2', None), 'RandomForestClassifier__warm_start': [True, False], 'RandomForestClassifier__class_weight': ('balanced', 'balanced_subsample', None)};12;36;7;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='max')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=7,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('RandomForestClassifier',
                 RandomForestClassifier(bootstrap=True, ccp_alpha=0.0,
                                        class_weight='balanced',
                                        criterion='gini', max_depth=None,
                                        max_features='log2',
                                        max_leaf_nodes=None, max_samples=None,
                                        min_impurity_decrease=0.0,
                                        min_impurity_split=None,
                                        min_samples_leaf=1, min_samples_split=2,
                                        min_weight_fraction_leaf=0.0,
                                        n_estimators=100, n_jobs=None,
                                        oob_score=False, random_state=None,
                                        verbose=0, warm_start=False))],
         verbose=False)";{'normalizer__norm': 'max', 'nmf__solver': 'cd', 'nmf__n_components': 7, 'nmf__init': 'nndsvdar', 'RandomForestClassifier__warm_start': False, 'RandomForestClassifier__max_features': 'log2', 'RandomForestClassifier__criterion': 'gini', 'RandomForestClassifier__class_weight': 'balanced'};3.3
RidgeClassifier;0.7948717948717948;0.7770833333333332;0.7241379310344827;7.084948967956184;0.75;0.7;8757384;9877676;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('RidgeClassifier', RidgeClassifier(alpha=1.0, class_weight=None, copy_X=True, fit_intercept=True,
                max_iter=None, normalize=False, random_state=None,
                solver='auto', tol=0.001))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'RidgeClassifier__fit_intercept': [True, False], 'RidgeClassifier__normalize': [True, False], 'RidgeClassifier__solver': ('auto', 'svd', 'cholesky', 'lsqr', 'sparse_cg', 'sag', 'saga'), 'RidgeClassifier__tol': [0.01, 0.001, 0.0001]};12;38;8;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='random',
                     l1_ratio=0.0, max_iter=200, n_components=13,
                     random_state=None, shuffle=False, solver='cd', tol=0.0001,
                     verbose=0)),
                ('RidgeClassifier',
                 RidgeClassifier(alpha=1.0, class_weight=None, copy_X=True,
                                 fit_intercept=True, max_iter=None,
                                 normalize=True, random_state=None,
                                 solver='lsqr', tol=0.0001))],
         verbose=False)";{'normalizer__norm': 'l1', 'nmf__solver': 'cd', 'nmf__n_components': 13, 'nmf__init': 'random', 'RidgeClassifier__tol': 0.0001, 'RidgeClassifier__solver': 'lsqr', 'RidgeClassifier__normalize': True, 'RidgeClassifier__fit_intercept': True};3.3
RidgeClassifierCV;0.7948717948717948;0.7802083333333334;0.7288135593220341;7.084954093580736;0.7413793103448276;0.7166666666666667;7155944;4357048;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('RidgeClassifierCV', RidgeClassifierCV(alphas=array([ 0.1,  1. , 10. ]), class_weight=None, cv=None,
                  fit_intercept=True, normalize=False, scoring=None,
                  store_cv_values=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'RidgeClassifierCV__fit_intercept': [True, False], 'RidgeClassifierCV__normalize': [True, False], 'RidgeClassifierCV__cv': [3, 5, 7, 9]};12;40;5;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvda',
                     l1_ratio=0.0, max_iter=200, n_components=7,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('RidgeClassifierCV',
                 RidgeClassifierCV(alphas=array([ 0.1,  1. , 10. ]),
                                   class_weight=None, cv=9, fit_intercept=True,
                                   normalize=True, scoring=None,
                                   store_cv_values=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'nmf__solver': 'mu', 'nmf__n_components': 7, 'nmf__init': 'nndsvda', 'RidgeClassifierCV__normalize': True, 'RidgeClassifierCV__fit_intercept': True, 'RidgeClassifierCV__cv': 9};3.3
SGDClassifier;0.6538461538461539;0.55;0.18181818181818185;11.955730290546004;1.0;0.1;4973465;1038148;train_test_split 25%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('SGDClassifier', SGDClassifier(alpha=0.0001, average=False, class_weight=None,
              early_stopping=False, epsilon=0.1, eta0=0.0, fit_intercept=True,
              l1_ratio=0.15, learning_rate='optimal', loss='hinge',
              max_iter=1000, n_iter_no_change=5, n_jobs=None, penalty='l2',
              power_t=0.5, random_state=None, shuffle=True, tol=0.001,
              validation_fraction=0.1, verbose=0, warm_start=False))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'SGDClassifier__loss': ('hinge', 'log', 'modified_huber', 'squared_hinge', 'perceptron'), 'SGDClassifier__shuffle': [True, False], 'SGDClassifier__average': [True, False]};12;40;6;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l1')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvda',
                     l1_ratio=0.0, max_iter=200, n_components=None,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('SGDClassifier',
                 SGDClassifier(alpha=0.0001, average=False, class_weight=None,
                               early_stopping=False, epsilon=0.1, eta0=0.0,
                               fit_intercept=True, l1_ratio=0.15,
                               learning_rate='optimal', loss='log',
                               max_iter=1000, n_iter_no_change=5, n_jobs=None,
                               penalty='l2', power_t=0.5, random_state=None,
                               shuffle=True, tol=0.001, validation_fraction=0.1,
                               verbose=0, warm_start=False))],
         verbose=False)";{'normalizer__norm': 'l1', 'nmf__solver': 'mu', 'nmf__n_components': None, 'nmf__init': 'nndsvda', 'SGDClassifier__shuffle': True, 'SGDClassifier__loss': 'log', 'SGDClassifier__average': False};3.3
AdaBoostClassifier;0.728;0.6811167227833894;0.575;9.394630337548444;0.6388888888888888;0.5227272727272727;8614940;9583674;train_test_split 20%;normalizer;nmf;"[('normalizer', Normalizer(copy=True, norm='l2')), ('nmf', NMF(alpha=0.0, beta_loss='frobenius', init=None, l1_ratio=0.0, max_iter=200,
    n_components=None, random_state=None, shuffle=False, solver='cd',
    tol=0.0001, verbose=0)), ('AdaBoostClassifier', AdaBoostClassifier(algorithm='SAMME.R', base_estimator=None, learning_rate=1.0,
                   n_estimators=50, random_state=None))]";{'normalizer__norm': ('l1', 'l2', 'max'), 'nmf__n_components': [None, 3, 5, 7, 9, 11, 13], 'nmf__init': ('random', 'nndsvd', 'nndsvda', 'nndsvdar'), 'nmf__solver': ('cd', 'mu'), 'AdaBoostClassifier__n_estimators': [5, 25, 50, 75, 100], 'AdaBoostClassifier__learning_rate': [0.5, 1.0, 1.5], 'AdaBoostClassifier__algorithm': ('SAMME', 'SAMME.R')};40;31;3;"Pipeline(memory=None,
         steps=[('normalizer', Normalizer(copy=True, norm='l2')),
                ('nmf',
                 NMF(alpha=0.0, beta_loss='frobenius', init='nndsvdar',
                     l1_ratio=0.0, max_iter=200, n_components=9,
                     random_state=None, shuffle=False, solver='mu', tol=0.0001,
                     verbose=0)),
                ('AdaBoostClassifier',
                 AdaBoostClassifier(algorithm='SAMME', base_estimator=None,
                                    learning_rate=0.5, n_estimators=100,
                                    random_state=None))],
         verbose=False)";{'normalizer__norm': 'l2', 'nmf__solver': 'mu', 'nmf__n_components': 9, 'nmf__init': 'nndsvdar', 'AdaBoostClassifier__n_estimators': 100, 'AdaBoostClassifier__learning_rate': 0.5, 'AdaBoostClassifier__algorithm': 'SAMME'};3.3
